CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_00489,Female,0,No,No,3,No,Yes,DSL,No,No,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),63.76,182.26,1
CUST_00490,Female,0,No,No,31,Yes,No,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),30.9,1026.94,1
CUST_00491,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),28.51,1698.03,1
CUST_00492,Female,0,No,No,67,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,52.69,3558.73,1
CUST_00493,Female,0,Yes,Yes,9,No,No,No,No,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),93.26,802.05,1
CUST_00494,Female,1,Yes,Yes,60,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),85.36,5137.47,0
CUST_00495,Male,0,No,Yes,21,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),48.77,1055.69,1
CUST_00496,Male,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,20.44,650.39,1
CUST_00497,Male,0,No,No,8,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.27,582.96,1
CUST_00498,Male,0,Yes,No,70,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,76.44,5356.02,1
CUST_00499,Female,0,Yes,No,57,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.25,5535.73,1
CUST_00500,Male,0,No,No,46,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),88.62,4123.57,1
CUST_00501,Male,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,44.69,2305.04,1
CUST_00502,Female,0,Yes,Yes,63,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),93.29,5852.59,1
CUST_00503,Female,1,Yes,No,11,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,One year,Yes,Electronic check,68.64,714.04,1
CUST_00504,Female,0,No,No,18,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),77.48,1372.59,1
CUST_00505,Male,0,No,No,3,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,55.7,260.44,1
CUST_00506,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),99.06,3411.57,1
CUST_00507,Female,0,Yes,No,36,Yes,Yes,No,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Mailed check,39.61,1379.22,1
CUST_00508,Male,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),40.45,119.45,1
CUST_00509,Male,1,No,No,47,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,43.74,2124.89,1
CUST_00510,Male,1,Yes,Yes,1,Yes,No,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,98.96,124.91,1
CUST_00511,Female,0,No,Yes,57,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),92.81,5344.5,0
CUST_00512,Female,0,No,No,51,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,46.96,2381.48,1
CUST_00513,Female,0,Yes,No,58,Yes,No phone service,No,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,34.39,1945.97,1
CUST_00514,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,22.82,189.66,1
CUST_00515,Female,0,No,Yes,62,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),88.38,5475.2,1
CUST_00516,Male,0,Yes,No,39,Yes,No,DSL,No,Yes,No,No,No internet service,No,Two year,Yes,Credit card (automatic),73.89,2882.09,1
CUST_00517,Female,1,Yes,No,62,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,90.23,5586.77,1
CUST_00518,Male,0,No,No,50,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),90.83,4562.18,1
CUST_00519,Male,0,No,No,47,Yes,No,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,104.48,4885.64,1
CUST_00520,Female,1,No,No,3,No,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),61.6,152.35,1
CUST_00521,Male,0,No,No,50,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,102.73,5094.34,1
CUST_00522,Male,0,Yes,No,32,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,63.58,2041.74,1
CUST_00523,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,90.78,5541.28,1
CUST_00524,Female,1,No,No,49,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,75.11,3718.59,1
CUST_00525,Male,0,Yes,No,6,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),112.14,726.98,1
CUST_00526,Male,0,Yes,No,64,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,57.01,3606.38,1
CUST_00527,Female,0,Yes,No,5,No,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,Two year,No,Credit card (automatic),88.98,445.72,1
CUST_00528,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),79.81,1748.63,1
CUST_00529,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),119.87,1864.13,1
CUST_00530,Female,0,No,No,70,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),27.73,1922.61,0
CUST_00531,Female,0,Yes,No,11,Yes,No,No,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),79.81,932.74,1
CUST_00532,Male,0,Yes,No,60,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.24,2572.26,1
CUST_00533,Male,0,No,No,16,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),108.42,1706.76,1
CUST_00534,Male,0,Yes,Yes,47,Yes,No,No,No internet service,No,Yes,No,No internet service,No,Two year,Yes,Mailed check,99.45,4672.33,1
CUST_00535,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),86.18,635.17,1
CUST_00536,Male,1,Yes,No,28,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),68.03,1894.18,1
CUST_00537,Male,0,No,No,45,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Two year,No,Mailed check,88.13,3970.32,1
CUST_00538,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.43,3766.97,1
CUST_00539,Female,1,No,No,62,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,48.73,3041.29,1
CUST_00540,Male,0,No,No,58,No,No phone service,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),101.94,5920.26,1
CUST_00541,Female,0,Yes,No,37,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),71.26,2667.58,1
CUST_00542,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,45.71,940.25,1
CUST_00543,Male,0,Yes,No,19,Yes,No,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,86.44,1631.77,0
CUST_00544,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),21.86,1585.81,1
CUST_00545,Female,1,No,No,44,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,92.01,4028.95,1
CUST_00546,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),67.03,4358.74,0
CUST_00547,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Mailed check,83.43,2571.99,1
CUST_00548,Female,0,No,Yes,35,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,One year,No,Mailed check,35.72,1236.72,0
CUST_00549,Female,0,No,No,59,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,91.83,5458.82,1
CUST_00550,Female,0,No,Yes,52,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,One year,Yes,Electronic check,92.33,4751.34,1
CUST_00551,Female,0,Yes,No,15,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,94.16,1410.64,1
CUST_00552,Male,0,No,No,38,Yes,No phone service,DSL,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,66.72,2544.17,1
CUST_00553,Female,0,No,No,16,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),84.05,1377.63,1
CUST_00554,Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),74.93,4116.88,1
CUST_00555,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,One year,No,Credit card (automatic),43.31,163.84,1
CUST_00556,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,22.3,1313.79,1
CUST_00557,Female,0,No,No,66,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,61.36,4053.94,0
CUST_00558,Female,0,Yes,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,101.49,205.83,1
CUST_00559,Female,0,No,No,45,Yes,No,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.22,2372.83,1
CUST_00560,Female,0,No,No,6,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,94.9,588.36,1
CUST_00561,Female,0,No,Yes,26,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.97,2144.26,1
CUST_00562,Male,0,No,Yes,24,Yes,No phone service,No,Yes,No internet service,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),55.33,1335.52,0
CUST_00563,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,20.06,761.14,1
CUST_00564,Male,0,No,Yes,66,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No,One year,Yes,Electronic check,63.1,4215.76,1
CUST_00565,Female,1,Yes,No,33,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),59.29,1921.27,1
CUST_00566,Male,0,No,Yes,29,Yes,No,No,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),33.87,1001.08,1
CUST_00567,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,One year,No,Electronic check,101.87,700.91,1
CUST_00568,Male,0,No,Yes,64,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),115.55,7401.92,1
CUST_00569,Female,0,No,Yes,23,Yes,No,DSL,No internet service,No,Yes,Yes,No,No internet service,One year,No,Electronic check,32.12,701.19,1
CUST_00570,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),43.09,1421.5,1
CUST_00571,Female,1,No,No,7,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,83.25,593.91,1
CUST_00572,Male,0,No,No,21,Yes,No,No,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),115.09,2382.94,1
CUST_00573,Male,0,No,No,40,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,113.4,4586.71,1
CUST_00574,Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),113.13,7186.27,0
CUST_00575,Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),64.01,1555.05,1
CUST_00576,Male,0,No,No,40,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,No,One year,Yes,Electronic check,118.59,4658.6,1
CUST_00577,Female,0,Yes,Yes,63,Yes,Yes,No,No,Yes,No internet service,No internet service,No,No,Two year,Yes,Mailed check,56.47,3548.69,1
CUST_00578,Female,0,No,No,26,Yes,Yes,DSL,No,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,28.67,762.21,1
CUST_00579,Female,1,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),90.44,1924.18,1
CUST_00580,Male,0,No,No,4,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),75.62,298.79,1
CUST_00581,Male,0,Yes,No,65,Yes,No,DSL,No internet service,Yes,No,No,Yes,No,One year,Yes,Mailed check,99.94,6487.64,1
CUST_00582,Female,1,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,82.11,676.74,1
CUST_00583,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),102.06,1666.23,1
CUST_00584,Male,0,Yes,No,10,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),54.39,592.19,1
CUST_00585,Male,0,No,No,51,Yes,Yes,No,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.79,2443.11,1
CUST_00586,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),95.72,2481.7,1
CUST_00587,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.77,3481.5,1
CUST_00588,Male,0,Yes,No,44,No,No,DSL,No internet service,No,No,No internet service,Yes,Yes,Two year,No,Electronic check,37.94,1621.5,0
CUST_00589,Female,0,Yes,No,2,Yes,No phone service,DSL,No,Yes,No internet service,No,No,Yes,Two year,No,Credit card (automatic),57.5,90.36,1
CUST_00590,Female,0,No,No,22,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),100.07,2231.82,1
CUST_00591,Female,0,Yes,No,1,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,One year,No,Electronic check,112.39,95.56,1
CUST_00592,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,96.03,470.04,1
CUST_00593,Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.81,3132.04,1
CUST_00594,Female,1,Yes,No,19,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,101.16,1898.57,1
CUST_00595,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),40.05,210.54,1
CUST_00596,Female,0,No,Yes,30,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,77.96,2312.69,1
CUST_00597,Female,0,No,Yes,33,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,79.42,2616.63,1
CUST_00598,Female,0,No,No,71,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),114.59,8152.29,1
CUST_00599,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No,One year,No,Electronic check,21.53,1004.69,1
CUST_00600,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,117.05,3293.21,1
CUST_00601,Female,0,Yes,No,34,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.61,3181.1,1
CUST_00602,Female,1,Yes,No,7,Yes,No,DSL,No,No internet service,No,Yes,No,No internet service,Two year,Yes,Electronic check,22.24,194.9,1
CUST_00603,Female,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,71.88,2018.67,1
CUST_00604,Male,0,Yes,No,42,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,26.98,1093.36,1
CUST_00605,Female,1,No,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),80.34,117.1,1
CUST_00606,Female,1,No,No,66,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),65.16,4260.24,1
CUST_00607,Male,0,No,Yes,37,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.24,3560.26,1
CUST_00608,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,77.94,4368.12,1
CUST_00609,Female,0,Yes,Yes,20,No,No phone service,DSL,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.64,2038.86,1
CUST_00610,Female,0,No,Yes,60,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,56.88,3420.22,1
CUST_00611,Female,0,Yes,Yes,27,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,105.69,2850.69,1
CUST_00612,Male,1,No,No,66,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,Two year,No,Mailed check,106.63,7071.25,1
CUST_00613,Female,1,No,Yes,38,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,85.54,3221.52,1
CUST_00614,Male,0,No,No,46,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),46.37,2169.49,1
CUST_00615,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,119.14,1820.98,1
CUST_00616,Female,1,Yes,No,71,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,101.77,7227.73,1
CUST_00617,Male,1,Yes,No,14,Yes,Yes,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),105.17,1545.66,1
CUST_00618,Male,0,No,Yes,3,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),21.16,102.51,1
CUST_00619,Male,0,Yes,No,32,No,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,102.61,3285.11,1
CUST_00620,Male,1,Yes,No,60,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),41.78,2501.77,1
CUST_00621,Male,0,Yes,No,66,Yes,No,No,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),70.83,4659.66,1
CUST_00622,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,90.43,5511.65,1
CUST_00623,Male,1,Yes,No,40,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),61.03,2437.64,1
CUST_00624,Male,1,Yes,No,66,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),44.36,2916.58,1
CUST_00625,Female,1,No,Yes,35,Yes,No phone service,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,70.02,2443.21,1
CUST_00626,Male,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),49.98,1657.58,1
CUST_00627,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),81.53,1040.01,1
CUST_00628,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,30.97,1678.42,1
CUST_00629,Female,0,No,No,23,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,60.83,1413.6,1
CUST_00630,Male,0,Yes,Yes,14,Yes,No,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Credit card (automatic),79.16,1111.04,1
CUST_00631,Female,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,119.05,3210.06,1
CUST_00632,Male,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,69.55,3021.67,1
CUST_00633,Male,0,Yes,No,20,No,No,DSL,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),62.59,1221.58,1
CUST_00634,Male,0,Yes,No,26,Yes,Yes,No,No,No internet service,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),118.92,3067.04,0
CUST_00635,Male,0,No,No,24,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,No,Electronic check,112.54,2649.12,1
CUST_00636,Female,0,No,No,43,Yes,No phone service,No,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,87.3,3789.71,1
CUST_00637,Male,0,Yes,No,51,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.48,3819.67,1
CUST_00638,Male,0,Yes,Yes,48,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),47.09,2306.86,0
CUST_00639,Female,1,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,82.39,961.68,1
CUST_00640,Female,0,No,No,25,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.4,2570.15,1
CUST_00641,Female,0,Yes,No,47,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service,One year,No,Electronic check,118.16,5528.63,1
CUST_00642,Female,0,No,No,16,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,No,Mailed check,37.1,530.76,1
CUST_00643,Female,0,Yes,Yes,5,Yes,No,DSL,No internet service,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,47.41,198.62,0
CUST_00644,Male,0,No,Yes,23,No,Yes,DSL,Yes,No,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),108.44,2482.75,1
CUST_00645,Female,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,No,Electronic check,106.1,5126.77,1
CUST_00646,Male,0,Yes,Yes,48,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),91.67,4362.45,1
CUST_00647,Male,0,Yes,No,10,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),30.37,300.8,1
CUST_00648,Female,0,No,Yes,49,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.63,4472.14,1
CUST_00649,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,66.91,911.64,1
CUST_00650,Female,0,No,No,53,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),57.13,3032.37,1
CUST_00651,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,45.07,1913.1,1
CUST_00652,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,51.8,402.99,1
CUST_00653,Male,1,Yes,No,25,Yes,No,No,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),73.58,1877.51,1
CUST_00654,Female,0,Yes,Yes,59,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),36.19,2148.54,0
CUST_00655,Female,0,Yes,No,31,Yes,No phone service,DSL,No,No,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),70.93,2243.16,1
CUST_00656,Female,0,No,No,49,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.82,1250.02,1
CUST_00657,Female,0,No,No,54,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.06,3274.03,1
CUST_00658,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,116.0,348.06,1
CUST_00659,Male,0,No,No,67,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.9,6240.18,1
CUST_00660,Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,26.86,626.34,1
CUST_00661,Male,0,Yes,No,57,Yes,No,No,No internet service,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),88.78,5061.48,0
